_timestamp,loss,time,_step,_runtime,l2_error,loss_boundary,step,loss_interior
1715362294.8568325,48.92347435353573,1.8438985347747803,0,8.204891443252563,1.5403382409887334,0.012797832097621838,0,48.91067652143811
1715362295.076827,16.8486282734114,3.2284481525421143,1,8.424885988235474,1.1307930748508412,1.1263458171585001,1,15.722282456252898
1715362295.2604377,11.324775364454494,3.412064552307129,2,8.60849666595459,0.7783845412761778,0.6311755332129684,2,10.693599831241526
1715362295.4401188,7.3607409961501,3.59175705909729,3,8.788177728652954,0.6112143735442529,0.33053191131513954,3,7.0302090848349605
1715362295.6185827,3.4440632708420647,3.7702648639678955,4,8.966641664505005,0.2692482880802464,0.19197497427911608,4,3.2520882965629485
1715362295.8077142,1.3960692837603013,3.9593920707702637,5,9.155773162841797,0.33239319616432067,0.03786947939519026,5,1.358199804365111
1715362295.9933307,1.1393811703672763,4.143141984939575,6,9.341389656066895,0.34173694667901844,0.050259118433672624,6,1.0891220519336036
1715362296.1738074,1.0117290288631533,4.325467586517334,7,9.52186632156372,0.3425659736703062,0.0538597541089171,7,0.9578692747542362
1715362296.354344,0.985951652614075,4.506012201309204,8,9.702402830123901,0.34304985380307434,0.054103592847049554,8,0.9318480597670254
1715362296.5367358,0.9740103170650077,4.6883978843688965,9,9.88479471206665,0.3433778764754642,0.05429900577997307,9,0.9197113112850347
1715362296.715332,0.9709982177764255,4.866980075836182,10,10.063390970230103,0.34257880262756696,0.054401382389238626,10,0.9165968353871868
1715362296.8941677,0.9697138564344703,5.04583477973938,11,10.242226600646973,0.34236376936890434,0.05414823685919672,11,0.9155656195752736
1715362297.0727255,0.9690771528345512,5.224391460418701,12,10.42078447341919,0.34238358944443864,0.054066758125722814,12,0.9150103947088284
1715362297.2528443,0.9689716757171872,5.404483795166016,13,10.600903272628784,0.3423795151589819,0.05407256142716683,13,0.9148991142900204
1715362297.4319787,0.9689075465866027,5.583659410476685,14,10.780037641525269,0.34249512712167074,0.05406932316113102,14,0.9148382234254717
1715362297.6118212,0.9688068417794381,5.763492107391357,15,10.959880113601685,0.34250684001094156,0.05410474451524921,15,0.9147020972641889
1715362297.7872658,0.9687798849744627,5.938822031021118,16,11.135324716567993,0.3425210124552745,0.05410824179572631,16,0.9146716431787364
1715362297.967592,0.9687667015345269,6.119158983230591,17,11.315650939941406,0.3425255361246416,0.0541134381576756,17,0.9146532633768514
1715362298.142782,0.9687607098204357,6.294081687927246,18,11.490840911865234,0.34252534914772514,0.0541150095507243,18,0.9146457002697114
1715362298.3197947,0.9687599344078899,6.47144627571106,19,11.667853593826294,0.3425249177717558,0.054114931533031256,19,0.9146450028748586
1715362298.4977844,0.9687595990120919,6.649446964263916,20,11.845843315124512,0.34252489501684213,0.05411480760239571,20,0.9146447914096961
1715362298.671672,0.9687594636459892,6.823066234588623,21,12.019731044769287,0.15790742542192293,0.054114797015266274,21,0.914644666630723
1715362298.8485422,0.8327855677767195,7.000227451324463,22,12.196601152420044,0.15792147087468605,0.014125594103145378,22,0.8186599736735741
1715362299.0252395,0.8326916417491765,7.176885366439819,23,12.373298406600952,0.1579273862020414,0.014126230907393188,23,0.8185654108417834
1715362299.2034862,0.8326863593236058,7.355049133300781,24,12.551545143127441,0.15792748247879576,0.014126965528696663,24,0.8185593937949092
1715362299.3809884,0.8326856224452351,7.53265905380249,25,12.729047298431396,0.15792756825959084,0.014126969795464057,25,0.8185586526497711
1715362299.5578635,0.8326853595560146,7.709539175033569,26,12.905922412872314,0.1579276543941875,0.014126978933414169,26,0.8185583806226004
1715362299.729731,0.8326852423739721,7.881122589111328,27,13.077790021896362,0.1579279834949295,0.014126989310493403,27,0.8185582530634787
1715362299.9079645,0.8326850066575947,8.059613466262817,28,13.256023406982422,0.16551634946808613,0.014127035820183131,28,0.8185579708374116
1715362300.0844352,0.8315895658928254,8.236095666885376,29,13.432494163513184,0.16552778088262668,0.015042170691019504,29,0.8165473952018059
1715362300.263451,0.8315521240295171,8.415102243423462,30,13.611510038375854,0.16553236814243658,0.015044710633947385,30,0.8165074133955696
1715362300.4432437,0.8315497054855416,8.594899654388428,31,13.791302680969238,0.1655320950302916,0.015045298647147277,31,0.8165044068383943
1715362300.621525,0.8315491181792143,8.773195505142212,32,13.969583988189697,0.16524780731308034,0.015045258978863814,32,0.8165038592003505
1715362300.7979972,0.8315417763807261,8.949638366699219,33,14.146056175231934,0.16525562749024972,0.015007440139673854,33,0.8165343362410523
1715362300.97591,0.8315318988608631,9.127570390701294,34,14.323968887329102,0.16526749199071364,0.015008262009456595,34,0.8165236368514065
1715362301.153815,0.8315279030599338,9.305495738983154,35,14.501873970031738,0.1647705805737934,0.015009832916690564,35,0.8165180701432433
1715362301.338742,0.8314816492674139,9.490448951721191,36,14.686800956726074,0.1647129944624151,0.014927463816950948,36,0.8165541854504629
1715362301.5165122,0.8314571942609269,9.668017864227295,37,14.86457109451294,0.164712917635726,0.01492045121663079,37,0.8165367430442961
1715362301.6944146,0.831452006954503,9.846082925796509,38,15.042473554611206,0.16471321703104588,0.014920375600088808,38,0.8165316313544142
1715362301.8762908,0.8314514202172121,10.027960538864136,39,15.224349737167358,0.1647132131654046,0.014920409841961132,39,0.816531010375251
1715362302.0548003,0.8314512499928693,10.206453084945679,40,15.402859210968018,0.16471328099586885,0.01492040794761876,40,0.8165308420452506
1715362302.4095423,0.8314508780857572,10.561193943023682,41,15.757601261138916,0.1646613483386834,0.014920472846178971,42,0.8165304052395783
1715362303.1124864,0.7965285711415308,11.263854265213013,42,16.460545301437378,0.14789778700986744,0.013464837559167022,46,0.7830637335823637
1715362303.8136637,0.7827369162785495,11.965287685394287,43,17.161722660064697,0.18760530240229772,0.020416119317372698,50,0.7623207969611767
1715362304.7046878,0.7767481235505588,12.856285572052002,44,18.052746772766113,0.13140163079758527,0.012872893114828166,55,0.7638752304357306
1715362305.7670803,0.7745281264353906,13.918699502944946,45,19.11513924598694,0.0841236105476997,0.01407258980340651,61,0.7604555366319841
1715362306.8327243,0.6387233815342471,14.984081983566284,46,20.18078327178955,0.17961462425694924,0.033450441586018474,67,0.6052729399482286
1715362307.9033065,0.6372818238935399,16.054917097091675,47,21.251365423202515,0.17843761706705633,0.032529945767947016,73,0.604751878125593
1715362309.315535,0.6163979345257703,17.467145204544067,48,22.663594007492065,0.18827266195004488,0.02997241854455007,81,0.5864255159812203
1715362310.7291956,0.5667277840470066,18.88083577156067,49,24.0772545337677,0.18572672572910806,0.03356885905425516,89,0.5331589249927515
1715362312.3277173,0.5246376466579489,20.479301929473877,50,25.67577624320984,0.19383724704344998,0.03203447231497728,98,0.4926031743429716
1715362313.9268804,0.4829062858852643,22.078498601913452,51,27.27493929862976,0.2054226780106262,0.029709927940620506,107,0.4531963579446438
1715362316.0846286,0.3898599997359251,24.236068964004517,52,29.432687520980835,0.13548095453591819,0.02078147306514119,118,0.36907852667078395
1715362318.2404904,0.3398629325644269,26.392088890075684,53,31.588549375534058,0.1339161989611687,0.01614330803965537,130,0.32371962452477154
1715362320.5398283,0.2508391887239582,28.691499710083008,54,33.88788723945618,0.08755506810703152,0.006209690487144743,143,0.24462949823681346
1715362323.0284383,0.12003330766466265,31.180121183395386,55,36.37649726867676,0.1583092443665593,0.01626818325033319,157,0.10376512441432946
1715362325.6902914,0.07677504187208523,33.84124279022217,56,39.038350343704224,0.11921407663000096,0.011829262785143955,172,0.06494577908694127
1715362328.8657522,0.03501822196272857,37.01729965209961,57,42.21381115913391,0.05082820665251958,0.0017181534734679385,190,0.033300068489260634
1715362332.0780087,0.029251752110743573,40.22959280014038,58,45.4260675907135,0.025512913503235438,0.0007279741407539793,208,0.028523777969989592
1715362335.803448,0.026562015955572317,43.954739809036255,59,49.15150690078735,0.024704714798965428,0.0005885141623810736,229,0.025973501793191245
1715362339.8744087,0.02540128122251483,48.0260853767395,60,53.22246766090393,0.022687712111006824,0.0005354672622206672,252,0.024865813960294164
1715362344.3015924,0.022895980640467325,52.45322275161743,61,57.649651288986206,0.01607029013338346,0.0004119807322888416,277,0.022483999908178485
1715362349.3142443,0.021021224311261955,57.4658145904541,62,62.66230320930481,0.018087124974888277,0.00043155716751978553,305,0.02058966714374217
1715362354.617649,0.020683777478285693,62.76904654502869,63,67.96570801734924,0.019796925472294623,0.00046219263203669826,335,0.020221584846248995
1715362360.6552615,0.01564662682532509,68.8069052696228,64,74.00332045555115,0.023039186919226472,0.000661011526456685,369,0.014985615298868406
1715362367.1947677,0.01418827544769709,75.34639835357666,65,80.54282665252686,0.023614488331391736,0.0006524494874249218,406,0.013535825960272169
1715362374.3171177,0.010213781616499454,82.46845364570618,66,87.66517663002014,0.022514374225914503,0.0005491436522845781,446,0.009664637964214877
1715362382.3321145,0.008146392270553119,90.48372435569763,67,95.68017339706421,0.025633865759662283,0.0006297538103669063,491,0.007516638460186213
1715362390.9697943,0.006676322983419528,99.12141823768616,68,104.31785321235657,0.02198017773134243,0.00044140216226849885,540,0.00623492082115103
1715362400.5684175,0.0050732973063260505,108.71979117393494,69,113.9164764881134,0.019459877670157045,0.0003485412327910221,594,0.004724756073535028
1715362411.089446,0.0034427520646308756,119.24105024337769,70,124.43750500679016,0.01778130910589519,0.0002578518943319447,653,0.003184900170298931
1715362422.5509586,0.0028387661908151444,130.70260548591614,71,135.89901757240295,0.015427271249722731,0.0001771044363140605,718,0.002661661754501084
1715362435.281853,0.0022973653772248573,143.43322920799255,72,148.62991189956665,0.019435336227612544,0.00023377905311608893,790,0.002063586324108768
1715362449.2781456,0.0016106105306454245,157.42973971366882,73,162.62620449066162,0.019219730826608356,0.00022876575996459125,869,0.0013818447706808333
1715362464.629452,0.0007167542657373241,172.78097558021545,74,177.97751092910767,0.011047096197406615,9.558557398065919e-05,956,0.0006211686917566649
1715362481.6755986,0.0005909897580278168,189.82696294784546,75,195.0236575603485,0.009339799904895795,7.089631555762293e-05,1052,0.0005200934424701938
1715362500.140644,0.0005142889225041219,208.29216241836548,76,213.48870301246643,0.009720928212555997,6.844400001076447e-05,1157,0.00044584492249335745
1715362520.2736545,0.00046669571960772404,228.42497754096985,77,233.62171339988708,0.007931424903042467,5.3765393448048614e-05,1272,0.00041293032615967543
1715362542.722816,0.0004168173715269549,250.87370491027832,78,256.0708749294281,0.007511530272730179,4.653843502487318e-05,1400,0.00037027893650208176
1715362567.1554506,0.00036726630545712784,275.30701446533203,79,280.5035095214844,0.007221890607125154,4.2086720898191e-05,1539,0.00032517958455893683
1715362594.252602,0.00028607841656937616,302.404011964798,80,307.6006610393524,0.005139102488358914,2.861894790144567e-05,1693,0.0002574594686679305
1715362624.172499,0.00024467505615626906,332.32407903671265,81,337.5205578804016,0.005043675187268787,2.5875046028932302e-05,1863,0.00021880001012733675
1715362656.872577,0.00020286443855749783,365.0240128040314,82,370.2206358909607,0.004693622326864113,2.252488767360422e-05,2049,0.0001803395508838936
1715362692.9273803,0.00015462971583281025,401.078635931015,83,406.27543926239014,0.004158907034913353,1.6591291537084215e-05,2254,0.00013803842429572604
1715362732.4087253,8.785016511742103e-05,440.56032848358154,84,445.75678420066833,0.0029015118362032866,8.490532921484796e-06,2479,7.935963219593624e-05
1715362775.957015,4.496534804263776e-05,484.10787200927734,85,489.3050739765167,0.002477357339179585,4.781023727801395e-06,2727,4.0184324314836366e-05
1715362823.8097315,2.618845403078111e-05,531.9609944820404,86,537.1577904224396,0.0017281395252398198,2.7509525747623522e-06,3000,2.3437501456018757e-05
1715362875.9368892,1.3659040025513364e-05,584.0876235961914,87,589.2849481105804,0.001198834415304128,1.504346483822154e-06,3299,1.215469354169121e-05
1715362933.4470756,5.677022488934432e-06,641.598406791687,88,646.7951345443726,0.0009413001274680337,8.841925414457899e-07,3629,4.792829947488642e-06
1715362996.7134042,1.1102397468894008e-06,704.8644318580627,89,710.0614631175995,0.0004366506925580483,1.52562595539765e-07,3992,9.57677151349636e-07
1715363066.2107265,2.1803133555479018e-08,774.3612303733826,90,779.5587854385376,4.887890854856102e-05,3.2222410305064637e-09,4391,1.8580892524972553e-08
1715363142.4762797,1.653406898501323e-12,850.627635717392,91,855.8243386745453,8.73324291459313e-08,1.4112837207812536e-14,4831,1.6392940612935103e-12
1715363225.6829863,3.64134264375253e-13,933.8340108394623,92,939.0310451984406,6.22049155880533e-08,3.9814507490813554e-16,5314,3.6373611930034486e-13
1715363291.9922793,3.5532643050486246e-13,1000.142637014389,93,1005.340338230133,6.186044205676258e-08,1.718186343178666e-16,5701,3.551546118705446e-13
