step,loss_interior,_timestamp,loss,_runtime,loss_boundary,time,_step,l2_error
0,120.03417733359443,1715386650.246345,121.7103350429466,5.147179126739502,1.6761577093521625,1.0538387298583984,0,1.5655393203118764
1,120.21928718265693,1715386650.2845705,121.54241536709443,5.185404539108276,1.3231281844375107,1.4024450778961182,1,1.5546916601196805
2,120.35584667688411,1715386650.315418,121.82121928024213,5.216252088546753,1.4653726033580174,1.433314323425293,2,1.5402263185990808
3,122.74067855678891,1715386650.33361,124.09070808668514,5.2344441413879395,1.3500295298962308,1.451385736465454,3,1.522766742519907
4,118.55777218216964,1715386650.350244,119.82902947852719,5.251078128814697,1.2712572963575517,1.4681425094604492,4,1.5017126636589577
5,119.33503157757967,1715386650.3663754,120.7437620326702,5.267209529876709,1.408730455090533,1.4842753410339355,5,1.4798877465355866
6,118.39106636122884,1715386650.383149,119.6581785959765,5.283982992172241,1.267112234747658,1.5009534358978271,6,1.4580239799945485
7,116.83286581925373,1715386650.4002106,117.95676454748622,5.301044702529907,1.1238987282324848,1.5180881023406982,7,1.436258831520057
8,115.78200773338003,1715386650.4191046,117.03377561488524,5.319938659667969,1.251767881505213,1.5370335578918457,8,1.4136992460546947
9,114.62417073357983,1715386650.4351687,115.84173214336037,5.336002826690674,1.2175614097805376,1.5531058311462402,9,1.3891353230448704
10,121.96141859263383,1715386650.4558094,122.99215126263336,5.356643438339233,1.0307326699995285,1.5737600326538086,10,1.364057352605337
11,115.09682989655454,1715386650.4718075,116.21898322988625,5.372641563415527,1.1221533333317124,1.5897603034973145,11,1.3318802763092037
12,113.42539861720394,1715386650.4894392,114.34864956738933,5.390273332595825,0.9232509501853949,1.6060664653778076,12,1.2908335898048342
13,115.33523662088291,1715386650.5069373,116.3045922225481,5.407771348953247,0.9693556016651838,1.6244077682495117,13,1.2446223001938428
14,116.02619017389544,1715386650.5243454,116.84658724577132,5.425179481506348,0.8203970718758694,1.6418027877807617,14,1.1946261975688248
15,111.26223573047201,1715386650.5413966,111.90908752011862,5.442230701446533,0.6468517896466063,1.658947229385376,15,1.1248974240573821
16,109.84738137210283,1715386650.5584524,110.52860862734826,5.459286451339722,0.6812272552454343,1.6759862899780273,16,1.027396661033761
17,108.418092795102,1715386650.5758665,108.96225125140822,5.4767005443573,0.5441584563062161,1.693310022354126,17,0.9179763149081069
18,98.10062641556358,1715386650.5930269,98.49910335205865,5.493860960006714,0.39847693649507565,1.710580587387085,18,0.792164793004595
19,86.54863143700494,1715386650.610026,86.88346625619481,5.510859966278076,0.33483481918986013,1.7276010513305664,19,0.7158211380444919
20,80.22965667924001,1715386650.6269333,80.5587289808583,5.5277674198150635,0.3290723016182991,1.7444977760314941,20,0.7944831460832447
21,73.91113541156008,1715386650.643979,74.38543744592222,5.54481315612793,0.47430203436213947,1.7615487575531006,21,1.096275107937506
22,55.31194951302747,1715386650.661026,56.18398500199795,5.561860084533691,0.8720354889704764,1.7785625457763672,22,1.5056417144557932
23,43.26842762351159,1715386650.678382,44.795844843201905,5.579216003417969,1.5274172196903137,1.7959105968475342,23,1.9811836706879185
24,29.35396233272887,1715386650.6951647,32.00159072476934,5.595998764038086,2.6476283920404775,1.812713623046875,24,2.4985504671306473
25,20.217290382256273,1715386650.7122655,24.41881281226484,5.613099575042725,4.2015224300085645,1.829777479171753,25,3.0749001143697074
26,17.945008102222623,1715386650.7291036,24.39615156616337,5.629937648773193,6.451143463940747,1.8466651439666748,26,3.4523797494815285
27,18.889583600097495,1715386650.7461452,27.391442562857456,5.646979331970215,8.501858962759961,1.8636465072631836,27,3.747583709946951
28,22.63382151805283,1715386650.7631245,31.048275387081446,5.663958549499512,8.414453869028618,1.8806767463684082,28,3.9236558332546494
29,24.68467283779829,1715386650.7800455,35.78233453874739,5.680879592895508,11.097661700949105,1.8975329399108887,29,3.8151674873978
30,21.18691879524441,1715386650.7974298,30.298636526300964,5.698263883590698,9.111717731056554,1.9149444103240967,30,3.5921484743609424
31,15.888733291419712,1715386650.814341,25.258943527090025,5.715175151824951,9.370210235670315,1.9318780899047852,31,3.2465468665076624
32,13.343277878510925,1715386650.8313725,20.341443024690705,5.732206583023071,6.99816514617978,1.9489006996154785,32,2.9397147061132456
33,14.940550126165377,1715386650.8483965,20.850078779642732,5.749230623245239,5.909528653477356,1.965968370437622,33,2.7653100264050328
34,16.90047865060107,1715386650.8651893,22.61700122373404,5.766023397445679,5.71652257313297,1.9827325344085693,34,2.654582332686993
35,15.086735696118177,1715386650.882127,19.92331635476284,5.782961130142212,4.836580658644661,1.999622106552124,35,2.6240772865183466
36,13.46390640795771,1715386650.899256,18.26301430437084,5.800090074539185,4.79910789641313,2.016726493835449,36,2.6778337035479396
37,11.94438308728329,1715386650.9168684,16.84130605605315,5.817702531814575,4.896922968769859,2.0342352390289307,37,2.728911015048862
38,10.680686727671775,1715386650.934293,15.51994542541212,5.835127115249634,4.839258697740345,2.0517969131469727,38,2.7915187031927107
39,10.82911296015787,1715386650.9506028,16.04075394211387,5.8514368534088135,5.211640981955999,2.0686283111572266,39,2.8998491665211104
40,10.786060314646509,1715386650.9709628,16.257219236159443,5.8717968463897705,5.471158921512935,2.0889835357666016,40,3.023764222135757
42,8.063825677479173,1715386651.0035377,14.830634222501384,5.904371738433838,6.7668085450222115,2.120983123779297,41,3.068224642240278
46,6.2314214345235905,1715386651.0617604,12.131248418555334,5.962594509124756,5.899826984031743,2.1790571212768555,42,2.7521576826384693
50,7.020362076540206,1715386651.1190057,11.895859641474958,6.019839763641357,4.8754975649347525,2.236370325088501,43,2.63494941785453
55,5.670924933540588,1715386651.1895244,9.930458751297845,6.09035849571228,4.259533817757256,2.3068735599517822,44,2.415750989287433
61,5.655377009802093,1715386651.273964,8.424753172405556,6.174798011779785,2.769376162603462,2.3912911415100098,45,2.1698838388606796
67,5.435547438238826,1715386651.3582964,8.43910212571862,6.259130477905273,3.003554687479793,2.4755921363830566,46,2.049556013274483
73,4.621459218723131,1715386651.4491324,6.925844297753879,6.349966526031494,2.304385079030748,2.5664260387420654,47,1.9013871147355226
81,3.9728414100882468,1715386651.568552,6.11515751771369,6.469386100769043,2.142316107625443,2.6858198642730713,48,1.7634441467248385
89,3.0940702136881106,1715386651.679127,4.842645778730768,6.579961061477661,1.7485755650426573,2.7964320182800293,49,1.6249445040782704
98,2.497613548122668,1715386651.8029397,4.194024080290164,6.703773736953735,1.6964105321674956,2.920222759246826,50,1.4890802527714688
107,2.1684221354040747,1715386651.9263134,3.3699658249719544,6.827147483825684,1.2015436895678795,3.0436294078826904,51,1.3514845763088876
118,1.852573547115593,1715386652.0894601,2.9447093865524163,6.9902942180633545,1.0921358394368235,3.2067301273345947,52,1.2107058838291833
130,1.5745897007325627,1715386652.2538745,2.3743738359763107,7.154708623886108,0.7997841352437483,3.3711330890655518,53,1.0935171774144339
143,1.2830489525701725,1715386652.4376805,1.9539990602450978,7.338514566421509,0.6709501076749255,3.554969072341919,54,0.9813763831367452
157,1.181319573457037,1715386652.6313038,1.70678221901784,7.532137870788574,0.5254626455608031,3.748563289642334,55,0.8698876168423215
172,1.0246979791970119,1715386652.8420665,1.4207449516406836,7.742900609970093,0.39604697244367176,3.9593827724456787,56,0.7591221929645043
190,0.9231989954009607,1715386653.095692,1.2301198331399377,7.996526002883911,0.3069208377389768,4.212980270385742,57,0.6455553431270629
208,0.7183465250273211,1715386653.3405457,0.924241710325056,8.241379737854004,0.20589518529773482,4.4578468799591064,58,0.5489598235732515
229,0.5898785679417937,1715386653.6335802,0.742858455368947,8.534414291381836,0.15297988742715324,4.750871896743774,59,0.45256556651901547
252,0.492636006607835,1715386653.9498076,0.5915438213966263,8.85064172744751,0.09890781478879132,5.067050457000732,60,0.3691929538940732
277,0.43190760827239016,1715386654.2882698,0.514843702407388,9.189103841781616,0.08293609413499779,5.405547142028809,61,0.3215085946417268
305,0.3425469506525683,1715386654.672266,0.4043655076574395,9.573100090026855,0.061818557004871225,5.789523124694824,62,0.2665728889507681
335,0.3058093009389577,1715386655.0838094,0.35426995781616855,9.984643459320068,0.048460656877210836,6.201038599014282,63,0.24085173326613615
369,0.2587405769701526,1715386655.5471265,0.30230215687218565,10.447960615158081,0.04356157990203305,6.664057016372681,64,0.2255321363829774
406,0.222627165370291,1715386656.0601046,0.257912388952933,10.960938692092896,0.035285223582642,7.177351474761963,65,0.209970165623543
446,0.20267564004224783,1715386656.600628,0.24250893561612263,11.50146198272705,0.039833295573874807,7.717912673950195,66,0.20046814836045607
491,0.1551650730977893,1715386657.2112217,0.18633059259742896,12.112055778503418,0.031165519499639673,8.328412055969238,67,0.19339247139327032
540,0.13937182675277338,1715386657.8779945,0.16530261409187708,12.778828620910645,0.025930787339103686,8.995277166366577,68,0.18571043708631782
594,0.12026371886203364,1715386658.6069658,0.1471905857735666,13.507799863815308,0.026926866911532957,9.723973274230957,69,0.1739815889040957
653,0.1313833597419534,1715386659.4076471,0.15381122277464354,14.308481216430664,0.022427863032690162,10.524770021438599,70,0.16951021095600402
718,0.10484401387637932,1715386660.3045151,0.13204662839505837,15.205349206924438,0.027202614518679072,11.422276020050049,71,0.15930602430942628
790,0.08821027934448136,1715386661.2908103,0.10960553531443802,16.191644430160522,0.02139525596995666,12.40857481956482,72,0.14922796238401664
869,0.08294143438944657,1715386662.3796923,0.10067590571225418,17.280526399612427,0.017734471322807612,13.496914386749268,73,0.14661179974169342
956,0.07731770150623013,1715386663.5877972,0.09338952748530538,18.48863124847412,0.016071825979075242,14.704959869384766,74,0.138333316146753
1052,0.06552887104709579,1715386664.897974,0.08060868184843122,19.798808097839355,0.015079810801335433,16.015247583389282,75,0.1329273625471761
1157,0.060750713157904424,1715386666.311881,0.07734760947914908,21.21271514892578,0.016596896321244652,17.428768396377563,76,0.1265508152551068
1272,0.05263827860143956,1715386667.8569183,0.0655861379772963,22.757752418518066,0.012947859375856735,18.97409415245056,77,0.12163512862209039
1400,0.04864031903466366,1715386669.5566914,0.05994763341390646,24.457525491714478,0.011307314379242796,20.67464852333069,78,0.12031231072057294
1539,0.04715020564746494,1715386671.4429362,0.0568145744683792,26.343770265579224,0.00966436882091426,22.560328483581543,79,0.10946902868088008
1693,0.03978460202860019,1715386673.4936883,0.048964410413429665,28.394522428512573,0.009179808384829478,24.61146879196167,80,0.10258972187452832
1863,0.040742944234109915,1715386675.8539774,0.05063936041306733,30.75481152534485,0.009896416178957416,26.97178626060486,81,0.09670938793632516
2049,0.031242381775082116,1715386678.36308,0.03861058990826297,33.26391410827637,0.0073682081331808555,29.48083734512329,82,0.09276408883965903
2254,0.02892373208411839,1715386681.0939336,0.03509792024183241,35.99476766586304,0.00617418815771402,32.21142864227295,83,0.08724465544154546
2479,0.027007356097868078,1715386684.097693,0.034300663946466074,38.99852705001831,0.007293307848597996,35.21490454673767,84,0.08197406503606762
2727,0.0246097607990875,1715386687.4339435,0.03118147240342995,42.33477759361267,0.006571711604342452,38.551379680633545,85,0.0779459902155978
3000,0.020570822543627038,1715386691.0947726,0.025464873310361742,45.995606660842896,0.004894050766734706,42.212525844573975,86,0.07652717653272807
3299,0.017977450834438864,1715386695.0582874,0.02283526080131587,49.95912146568298,0.0048578099668770075,46.175556898117065,87,0.07393585546439525
3629,0.015697412151435206,1715386699.4804199,0.020329768049144076,54.38125395774841,0.004632355897708869,50.59759593009949,88,0.07421954322661559
3992,0.014629440530086947,1715386704.3091176,0.01875192442824172,59.209951639175415,0.0041224838981547725,55.42649865150452,89,0.0651747002528782
4391,0.014798570242103066,1715386709.7655125,0.018519465721912768,64.6663465499878,0.003720895479809701,60.883179903030396,90,0.06417746322784773
4831,0.010410164187626683,1715386715.5932264,0.014232744347965792,70.49406051635742,0.0038225801603391095,66.71090793609619,91,0.05643782891047222
5314,0.009654036419998138,1715386722.0041704,0.01279501298271773,76.90500450134277,0.003140976562719592,73.12175726890564,92,0.055952827959506755
5845,0.006426645674618795,1715386729.0561435,0.008715756660269783,83.9569776058197,0.002289110985650989,80.17335343360901,93,0.04758071935036369
6429,0.006689384643540917,1715386736.9330974,0.00875406651321924,91.83393144607544,0.0020646818696783225,88.05041074752808,94,0.04910163549088709
7072,0.006767706123114256,1715386745.529147,0.009159371680713542,100.42998099327087,0.0023916655575992865,96.6467010974884,95,0.048633315038035
7779,0.003737937051103757,1715386754.894436,0.005075919344734201,109.79526996612549,0.0013379822936304448,106.01188087463379,96,0.03887232128233564
8557,0.0036728413954459378,1715386765.3851466,0.004987497382616814,120.28598070144653,0.0013146559871708755,116.50242328643799,97,0.03707659645261331
9413,0.0039565157681118405,1715386776.842404,0.005369567456535642,131.74323797225952,0.001413051688423802,127.95969128608704,98,0.03547041136964159
10354,0.003646508722696173,1715386789.3490574,0.004837607073332127,144.2498915195465,0.0011910983506359535,140.46611762046814,99,0.037730942667495035
11389,0.0027001438125829934,1715386803.1499908,0.00389234575184281,158.05082488059998,0.0011922019392598166,154.26726055145264,100,0.033115909172128984
12528,0.002652209751022984,1715386818.3070936,0.003720493429478328,173.20792770385742,0.0010682836784553444,169.42482948303223,101,0.032062929104060646
13781,0.0032228748867607865,1715386834.9981992,0.004153569547836877,189.89903330802917,0.0009306946610760905,186.11564207077026,102,0.03509150298093354
15159,0.0022992692147851134,1715386853.2701929,0.0032204893888459745,208.17102694511414,0.0009212201740608613,204.38795566558838,103,0.03042408282054095
16675,0.013701885354749137,1715386873.4537225,0.016383837486406455,228.35455656051636,0.0026819521316573188,224.5709249973297,104,0.06033435430868995
18342,0.03953956249754252,1715386895.7969813,0.04572280252905909,250.6978154182434,0.006183240031516567,246.91427850723267,105,0.1282507331860976
20177,0.0029672156782468567,1715386920.2808611,0.0038141557520012205,275.1816952228546,0.000846940073754364,271.39857506752014,106,0.0324193540381889
22194,0.002218686046642766,1715386947.0231996,0.002943948348668256,301.9240336418152,0.0007252623020254901,298.1404159069061,107,0.03036614521853149
24414,0.0017590000170580266,1715386976.70202,0.0024605827178297403,331.602854013443,0.000701582700771714,327.8193461894989,108,0.02631429083748008
26855,0.0019269084864700485,1715387009.26816,0.0026088398530756023,364.1689941883087,0.0006819313666055538,360.3858938217163,109,0.026493162460538285
29540,0.015663813132571463,1715387045.1355696,0.017826264070054755,400.03640365600586,0.0021624509374832917,396.25308203697205,110,0.07881925025318687
32494,0.004597489819493353,1715387084.7223942,0.005670506663800777,439.6232283115387,0.001073016844307424,435.83990120887756,111,0.04617937414941779
35744,0.002333730451954726,1715387128.4467988,0.0029171617779121762,483.34763288497925,0.0005834313259574506,479.56407856941223,112,0.029520291013084024
39318,0.0018526048231134052,1715387177.0110896,0.0024353326720432363,531.9119236469269,0.0005827278489298308,528.1285438537598,113,0.02343582167880932
43250,0.0037381369239819742,1715387229.4473689,0.004377287547317436,584.3482029438019,0.0006391506233354618,580.5647828578949,114,0.028979121200732268
47575,0.0032567189012238144,1715387287.3391533,0.003906360926757557,642.239987373352,0.000649642025533743,638.4565417766571,115,0.03365005487187873
52332,0.0013675080324034238,1715387350.6752503,0.0016752277479790598,705.5760843753815,0.00030771971557563604,701.7926626205444,116,0.01865407801517344
57566,0.00738731981002074,1715387420.176018,0.008569185243921322,775.0768520832062,0.0011818654339005817,771.2933344841003,117,0.05398047807510296
63322,0.001135003202119332,1715387497.0549107,0.0013380178576815208,851.9557447433472,0.00020301465556218874,848.1723618507385,118,0.015119263138637946
69654,0.0010323702496880813,1715387581.3390303,0.0011968241407359615,936.2398643493652,0.0001644538910478803,932.4564876556396,119,0.012867615475001724
76620,0.0010649980020741114,1715387674.4622648,0.0011995094097017804,1029.363098859787,0.00013451140762766906,1025.579157114029,120,0.01214779643837468
84281,0.0028216684269377888,1715387777.0225406,0.003294916559884331,1131.9233746528625,0.00047324813294654224,1128.1399505138397,121,0.030358387961903547
92710,0.0016811949286667065,1715387889.2201855,0.0019375830187799805,1244.121019601822,0.0002563880901132741,1240.3375809192657,122,0.018718470923747125
101980,0.002376135563232953,1715388012.696718,0.0027808374041270534,1367.597552061081,0.0004047018408941002,1363.8141255378723,123,0.026824870349529167
112178,0.0005317701381633539,1715388148.5304527,0.0006361780990593787,1503.4312868118286,0.00010440796089602475,1499.6477892398834,124,0.013708564429836558
123396,9.949102075215286e-05,1715388297.674549,0.00012310439617164453,1652.5753831863403,2.3613375419491666e-05,1648.7920010089874,125,0.0049415623977071815
135736,9.383066360412265e-05,1715388461.5524683,0.00011553163117360076,1816.4533023834229,2.1700967569478113e-05,1812.6696808338165,126,0.004492859849628846
149309,0.00047057704436604953,1715388642.0591726,0.0005439036669757574,1996.9600067138672,7.332662260970786e-05,1993.1764569282532,127,0.009991122951689342
164240,7.514570691976594e-05,1715388840.518414,8.990066712494985e-05,2195.4192481040955,1.4754960205183905e-05,2191.6358494758606,128,0.003364033179153464
180664,0.00032439267660315535,1715389058.5248823,0.0003704560204322112,2413.4257164001465,4.606334382905587e-05,2409.642060279846,129,0.009602840193619684
198731,0.00023385384218093985,1715389298.3907356,0.0002692639831724063,2653.291569709778,3.541014099146643e-05,2649.5075471401215,130,0.005731822598401322
218604,0.00023919486729055646,1715389562.3896222,0.000274324178099868,2917.2904562950134,3.512931080931158e-05,2913.506937980652,131,0.008371397172766257
225098,6.145348635499595e-05,1715389648.888432,6.867473753483162e-05,3003.7892661094666,7.221251179835677e-06,3000.0054411888123,132,0.002592191093737397
