loss_interior,_step,l2_error,loss_boundary,step,loss,time,_runtime,_timestamp
117.33196217064214,0,1.5207115470041463,1.4837270046698947,0,118.81568917531203,1.5742285251617432,5.713165044784546,1715401567.35747
115.75861628634678,1,1.1583855899258788,1.3276605473598284,1,117.0862768337066,1.9728608131408691,5.857268571853638,1715401567.5015736
91.70806460567502,2,1.0321049743846957,0.7577585784702922,2,92.46582318414531,2.1100549697875977,5.993092060089111,1715401567.637397
78.79905894970116,3,1.0698744645196578,0.6071619442982172,3,79.40622089399938,2.2462093830108643,6.129268646240234,1715401567.7735736
74.4528336703701,4,0.9259599485843056,0.6349314820617429,4,75.08776515243184,2.3907740116119385,6.273810625076294,1715401567.9181156
61.05805252835384,5,0.9287451532289447,0.5337315876015225,5,61.59178411595536,2.5270535945892334,6.410067081451416,1715401568.054372
59.61973748293986,6,1.1388877639992718,0.5359503400011228,6,60.15568782294098,2.6667490005493164,6.55001163482666,1715401568.1943166
52.75777622809723,7,0.8001239726550217,0.6706170468399715,7,53.4283932749372,2.801619529724121,6.684689998626709,1715401568.328995
37.936796260335385,8,0.74514175681078,0.4189546527961104,8,38.355750913131494,2.936767578125,6.819858074188232,1715401568.464163
36.02372019189708,9,0.7896146851673906,0.392486377832068,9,36.41620656972915,3.0731284618377686,6.95630145072937,1715401568.6006064
33.67800104697622,10,0.8167763791568904,0.43898936878560474,10,34.116990415761826,3.2104716300964355,7.093571186065674,1715401568.7378762
24.47478253512119,11,1.017198254804205,0.4651686498358702,11,24.93995118495706,3.3458797931671143,7.228971719741821,1715401568.8732767
20.845327435281398,12,1.0276828943217142,0.6734254800892174,12,21.518752915370616,3.4846770763397217,7.367837429046631,1715401569.0121424
15.688696708176003,13,1.0281999541752243,0.7228971692828409,13,16.411593877458845,3.6230013370513916,7.506164073944092,1715401569.150469
13.759474655533825,14,1.1619313845601684,0.7301272987164427,14,14.489601954250269,3.755967617034912,7.643030643463135,1715401569.2873356
11.13207671703255,15,1.374507596277228,0.8927914934208627,15,12.024868210453413,3.89253568649292,7.775684356689453,1715401569.4199893
9.126487429568106,16,1.2606310416935855,1.23212247737707,16,10.358609906945176,4.029230356216431,7.912402153015137,1715401569.5567071
8.059384983111377,17,1.4213586232305688,1.0709450638116098,17,9.130330046922987,4.162833213806152,8.046067714691162,1715401569.6903727
6.571590351594362,18,1.4302529104095951,1.3491322088279012,18,7.920722560422263,4.295751571655273,8.178961515426636,1715401569.8232665
5.906571668754085,19,1.5173988849346036,1.354487705915543,19,7.261059374669627,4.4282965660095215,8.31149959564209,1715401569.9558046
4.908138795583688,20,1.5506260207743727,1.493335340466333,20,6.401474136050021,4.561117887496948,8.444320678710938,1715401570.0886257
4.284552884865885,21,1.5347713147563409,1.5707067021041872,21,5.855259586970073,4.694703817367554,8.57791256904602,1715401570.2222176
3.8348269162482573,22,1.4978230614500274,1.5549058290772615,22,5.389732745325519,4.831632137298584,8.714846134185791,1715401570.3591511
3.503552035030998,23,1.5321442943005845,1.482548370595135,23,4.986100405626133,4.965068101882935,8.848318099975586,1715401570.492623
2.9778202955499746,24,1.4754223364814223,1.5614684485973738,24,4.539288744147348,5.09930944442749,8.982527494430542,1715401570.6268325
2.6544726160856746,25,1.4966077970206735,1.4453771097881258,25,4.099849725873801,5.237032651901245,9.120266675949097,1715401570.7645717
2.2039388572192093,26,1.4485884327429108,1.4869541057079565,26,3.690892962927166,5.374032020568848,9.257382154464722,1715401570.9016871
2.026609089599544,27,1.4218771421651906,1.399231003237392,27,3.425840092836936,5.5106117725372314,9.393847942352295,1715401571.038153
2.025414623405386,28,1.440956426548373,1.3522210808465571,28,3.377635704251943,5.649116277694702,9.532358884811401,1715401571.1766639
1.7912413795987279,29,1.4043731096179262,1.389773666117756,29,3.181015045716484,5.785024642944336,9.668309450149536,1715401571.3126144
1.6936007090653364,30,1.378902886587074,1.3234914868683705,30,3.017092195933707,5.922401428222656,9.808313131332397,1715401571.4526181
1.7021726425039474,31,1.374160292916074,1.2781645632203609,31,2.9803372057243083,6.062984228134155,9.946265935897827,1715401571.590571
1.5502474350027302,32,1.323230113392369,1.269990217486841,32,2.8202376524895714,6.198970317840576,10.082234859466553,1715401571.7265399
1.4886801664982874,33,1.335982264901607,1.1846599578671293,33,2.6733401243654167,6.335417747497559,10.218671560287476,1715401571.8629766
1.373179765580715,34,1.2466175411311864,1.2054862917860223,34,2.5786660573667373,6.471368074417114,10.354646682739258,1715401571.9989517
1.3574214019907986,35,1.2612427066965095,1.0534690360661392,35,2.4108904380569376,6.608461618423462,10.49173355102539,1715401572.1360385
1.2246598686622623,36,1.267226850700224,1.0766271086644597,36,2.301286977326722,6.742897987365723,10.626150846481323,1715401572.2704558
1.1904287108929283,37,1.2211653365626185,1.0863479924730413,37,2.27677670336597,6.876088619232178,10.75935435295105,1715401572.4036593
1.207359409841011,38,1.2244139117324062,1.0140078296643984,38,2.221367239505409,7.009204626083374,10.892518997192383,1715401572.536824
1.0998429737713422,39,1.1855776380219893,1.0158323196475887,39,2.115675293418931,7.144243001937866,11.027485132217407,1715401572.6717901
1.1097715752861277,40,1.1643343939448068,0.9522669449664879,40,2.0620385202526155,7.278282165527344,11.161534547805786,1715401572.8058395
0.9832966112942446,41,1.10110607861471,0.8657482982359904,42,1.849044909530235,7.541731834411621,11.424988269805908,1715401573.0692933
0.8416247797582685,42,0.9871869119346641,0.6982853655512108,46,1.5399101453094795,8.06272268295288,11.945982694625854,1715401573.5902877
0.7875163203199943,43,0.9026255037185622,0.5580191146046384,50,1.3455354349246327,8.605502367019653,12.488954544067383,1715401574.1332595
0.6646193650683946,44,0.7679023014355985,0.4408214065665491,55,1.1054407716349437,9.264128684997559,13.147447347640991,1715401574.7917523
0.5497635655854339,45,0.623209328626134,0.2821689792252347,61,0.8319325448106687,10.045857429504395,13.9291672706604,1715401575.5734723
0.4659924631757166,46,0.4997623199440287,0.1699278097207219,67,0.6359202728964385,10.849311828613281,14.732588529586792,1715401576.3768935
0.3804904667655172,47,0.3989398299871124,0.13168669414393228,73,0.5121771609094494,11.655434846878052,15.538907289505005,1715401577.1832123
0.28018093994093424,48,0.3152720861730931,0.07198408668492293,81,0.35216502662585714,12.693355321884155,16.576688766479492,1715401578.2209938
0.220409029934126,49,0.24017266547483654,0.04655888465761954,89,0.2669679145917455,13.7450852394104,17.62854528427124,1715401579.2728503
0.16409968952799864,50,0.19308409442310265,0.030448912913893508,98,0.19454860244189215,14.952011108398438,18.835496425628662,1715401580.4798014
0.14162039836007445,51,0.16540415191917146,0.024443297091477537,107,0.16606369545155197,16.188796281814575,20.072216033935547,1715401581.716521
0.10375555394986329,52,0.15084431336896553,0.0199995678899707,118,0.12375512183983399,17.62659001350403,21.509985208511353,1715401583.1542902
0.06957430393957736,53,0.13597726580944694,0.016861916592273835,130,0.0864362205318512,19.235859632492065,23.11916208267212,1715401584.763467
0.05539519111215789,54,0.12653351576156943,0.014489721694391128,143,0.06988491280654902,20.92901301383972,24.81233501434326,1715401586.45664
0.04462588488043172,55,0.11583232617135959,0.012390159012512903,157,0.05701604389294462,22.755483865737915,26.63882613182068,1715401588.2831311
0.03793729938674036,56,0.10812215704719111,0.010682265337047988,172,0.04861956472378835,24.710119247436523,28.593578100204468,1715401590.237883
0.030543641637620262,57,0.09574655016827956,0.008510378046733984,190,0.03905401968435425,27.07045817375183,30.95386290550232,1715401592.598168
0.027313608140795195,58,0.07939998131414637,0.006116244826179084,208,0.03342985296697428,29.48220419883728,33.365886211395264,1715401595.0101912
0.016151936366415716,59,0.0626694055629783,0.0039186118668037475,229,0.020070548233219465,32.29170298576355,36.17498517036438,1715401597.8192902
0.010669412729696275,60,0.05319774466439975,0.0028597990526973947,252,0.01352921178239367,35.3181939125061,39.20152044296265,1715401600.8458254
0.006688553124845335,61,0.04613204461818607,0.0021492457159124584,277,0.008837798840757794,38.62899470329285,42.51228642463684,1715401604.1565914
0.004922651928034001,62,0.03927451046693536,0.0017901884120351528,305,0.0067128403400691546,42.34343433380127,46.226821422576904,1715401607.8711264
0.0028714635730600255,63,0.03447220267873001,0.0013419691230412408,335,0.0042134326961012665,46.345876932144165,50.22941994667053,1715401611.873725
0.001887845175224435,64,0.030109065210763963,0.0009988404560035916,369,0.0028866856312280264,50.89062762260437,54.77392554283142,1715401616.4182305
0.00198275120949839,65,0.02583420907466564,0.0007082159784749063,406,0.0026909671879732965,55.83502006530762,59.71836566925049,1715401621.3626707
0.0012615453417490383,66,0.023422831727656825,0.0005412259965188184,446,0.0018027713382678568,61.217809200286865,65.10122513771057,1715401626.7455301
0.0009434858646997816,67,0.021301770186996964,0.0004292243502126533,491,0.001372710214912435,67.22157597541809,71.10517621040344,1715401632.7494812
0.0009497001711157757,68,0.019551210795830883,0.0004080954520904385,540,0.0013577956232062142,73.69411396980286,77.57743811607361,1715401639.221743
0.00068149947814428,69,0.017886654375525512,0.0003239043075405902,594,0.0010054037856848702,80.8369152545929,84.72022938728333,1715401646.3645344
0.0006176080787675897,70,0.016928111224641194,0.00027675101738755276,653,0.0008943590961551425,88.64203929901123,92.5257019996643,1715401654.170007
0.0005316518449551826,71,0.014884756481837796,0.00028249661271408154,718,0.0008141484576692641,97.26976442337036,101.15312385559082,1715401662.7974288
0.0003655169333915894,72,0.013844470937507455,0.0002207602030281916,790,0.000586277136419781,106.7355465888977,110.61888885498047,1715401672.2631938
0.0003492594446997,73,0.013854908072145839,0.00018915672111835077,869,0.0005384161658180508,117.0944254398346,120.97798180580139,1715401682.6222868
0.0003092623486786451,74,0.012831432241628336,0.0001796764807343518,956,0.0004889388294129969,128.69107151031494,132.5743510723114,1715401694.218656
0.00027797187862511094,75,0.012011226838738275,0.0001453011368082935,1052,0.00042327301543340444,141.22065997123718,145.10397267341614,1715401706.7482777
0.00022593182146618494,76,0.011418691817235222,0.00010803388247367795,1157,0.00033396570393986287,155.28330540657043,159.16690158843994,1715401720.8112066
0.0001870857146213177,77,0.011340226982698974,0.000135460166468687,1272,0.0003225458810900047,170.47966122627258,174.36312890052795,1715401736.007434
0.00032130099936725687,78,0.01142523370179731,0.00014655739675881502,1400,0.00046785839612607186,187.29666829109192,191.18070220947266,1715401752.8250072
0.00014582529622561411,79,0.010090665178252583,8.787693987076301e-05,1539,0.00023370223609637711,205.59995651245117,209.4834222793579,1715401771.1277273
0.00010715380771403301,80,0.009957748289373198,8.468323529026243e-05,1693,0.00019183704300429542,225.7302303314209,229.61366939544678,1715401791.2579744
0.00010948719483649964,81,0.009175117478268473,7.60284374596645e-05,1863,0.00018551563229616413,248.42162203788757,252.30510187149048,1715401813.9494069
9.395968930930653e-05,82,0.009228400417135574,7.751750335344868e-05,2049,0.00017147719266275523,273.03958439826965,276.92298698425293,1715401838.567292
8.702331384328359e-05,83,0.009046670194170587,7.219947889334885e-05,2254,0.00015922279273663246,300.1801371574402,304.0635869503021,1715401865.707892
6.696821613819095e-05,84,0.008526548301742704,6.934415574472738e-05,2479,0.00013631237188291832,330.09912037849426,333.98270869255066,1715401895.6270137
6.683539523359957e-05,85,0.008216288871769168,6.839789559013577e-05,2727,0.00013523329082373533,362.96128487586975,366.8445761203766,1715401928.488881
0.00010336540395720517,86,0.0077325356862117355,6.343531338869488e-05,3000,0.00016680071734590006,399.0717844963074,402.9557273387909,1715401964.6000323
4.5972602493907195e-05,87,0.007649248294552295,4.353080695825477e-05,3299,8.950340945216197e-05,438.78215050697327,442.66571140289307,1715402004.3100164
5.584658600478531e-05,88,0.006928781284436586,5.558354548529034e-05,3629,0.00011143013149007565,482.28587794303894,486.16947531700134,1715402047.8137803
4.015976695266714e-05,89,0.006701296339691999,4.103133652296186e-05,3992,8.1191103475629e-05,530.2182343006134,534.1018323898315,1715402095.7461374
3.518260837635929e-05,90,0.006299704506899078,3.807841343596262e-05,4391,7.326102181232192e-05,582.9722857475281,586.8557679653168,1715402148.500073
3.5299386496660037e-05,91,0.005969311257468349,3.7109856386369886e-05,4831,7.240924288302992e-05,641.0191202163696,644.9027013778687,1715402206.5470064
4.305172377264551e-05,92,0.006078292358943987,4.17953069622369e-05,5314,8.484703073488241e-05,704.9458527565002,708.8295123577118,1715402270.4738173
3.202930467635883e-05,93,0.005388549437256485,2.8885871190160958e-05,5845,6.091517586651979e-05,774.9472711086273,778.8308370113373,1715402340.475142
2.9284376309766815e-05,94,0.005114225823949411,2.940499324244967e-05,6429,5.8689369552216485e-05,852.2389135360718,856.1225423812866,1715402417.7668474
2.402946678012543e-05,95,0.005132979218402402,2.603245833441282e-05,7072,5.0061925114538246e-05,937.4691455364227,941.3527917861938,1715402502.9970968
2.365647773042137e-05,96,0.004953700312755203,2.3147144467601687e-05,7779,4.6803622198023056e-05,1030.9836452007294,1034.8673243522644,1715402596.5116293
2.358221685378458e-05,97,0.004642892534310133,2.0227690707398237e-05,8557,4.3809907561182815e-05,1133.4817633628845,1137.3653712272644,1715402699.0096762
2.4949645783579787e-05,98,0.0043519132375592325,2.345584825106943e-05,9413,4.840549403464922e-05,1246.611444234848,1250.495019197464,1715402812.1393242
1.9228914354057e-05,99,0.00419700868541077,1.7669438857166217e-05,10354,3.689835321122322e-05,1371.0487024784088,1374.9323017597198,1715402936.5766068
1.774388625115056e-05,100,0.0038345895379990904,1.4057716988714503e-05,11389,3.1801603239865066e-05,1507.7006261348724,1511.5843074321747,1715403073.2286124
1.7956005826821266e-05,101,0.004029467901813901,1.5703785029537034e-05,12528,3.3659790856358304e-05,1657.835726737976,1661.7193031311035,1715403223.3636081
1.5085309038884437e-05,102,0.0035872030415065137,1.4492762568974383e-05,13781,2.957807160785882e-05,1823.4635529518127,1827.3471984863281,1715403388.9915035
1.4910410184428444e-05,103,0.0032419656497339154,1.0843536902101231e-05,15159,2.5753947086529673e-05,2005.6326878070831,2009.51628780365,1715403571.1605928
1.354688858123555e-05,104,0.003065998380470687,1.0830850845310861e-05,16675,2.437773942654641e-05,2205.135267496109,2209.018827199936,1715403770.6631322
1.4777551491562618e-05,105,0.0028624797010468146,8.60231499822716e-06,18342,2.3379866489789778e-05,2425.0046892166138,2428.8883209228516,1715403990.532626
1.1722995521518983e-05,106,0.0027657533726488616,6.435274176213299e-06,20177,1.815826969773228e-05,2667.211618900299,2671.0952401161194,1715404232.739545
1.1054279678568715e-05,107,0.0026420665988293604,6.506258881491318e-06,22194,1.7560538560060034e-05,2932.7202060222626,2936.603842020035,1715404498.248147
1.4686985991020814e-05,108,0.0025719333233970012,9.182928409033067e-06,22705,2.3869914400053883e-05,3000.0375516414642,3003.9211316108704,1715404565.5654366
