step,_step,loss_interior,loss,_timestamp,time,_runtime,loss_boundary,l2_error
0,0,0.002465509469684491,3.413785867082854,1715768306.6465704,1.2928342819213867,5.22431755065918,3.411320357613169,2.1233996210980206
1,1,0.0024654949266437955,3.4137671200330075,1715768306.6973264,1.5908803939819336,5.275073528289795,3.411301625106364,0.5606151135406618
2,2,0.018479290034714782,0.2320987012989496,1715768306.738742,1.632413387298584,5.316489219665527,0.21361941126423484,0.47351182247919327
3,3,0.013524408008180938,0.22753253592391087,1715768306.780219,1.6739227771759033,5.357966184616089,0.21400812791572993,0.6016835263774981
4,4,0.013855527225110851,0.1951446766640808,1715768306.8190608,1.7128937244415283,5.396807909011841,0.18128914943896995,0.5760248644404183
5,5,0.023553266623893634,0.1929404097531512,1715768306.8560452,1.7498753070831299,5.433792352676392,0.16938714312925754,0.555239180938956
6,6,0.015432504277112322,0.18010822433190085,1715768306.8932219,1.7870137691497803,5.470968961715698,0.16467572005478853,0.6018513660201521
7,7,0.012857861975077923,0.17727148303485638,1715768306.9317806,1.8255701065063477,5.509527683258057,0.16441362105977844,0.5037818284232486
8,8,0.01024873591369516,0.10267652585518346,1715768306.971691,1.8639018535614014,5.549437999725342,0.0924277899414883,0.3080805280085535
9,9,0.029719871947535323,0.08438628925692751,1715768307.0080438,1.9019780158996582,5.5857908725738525,0.05466641730939219,0.2688010762642052
10,10,0.024321403930312204,0.0672062210081265,1715768307.0437434,1.9375989437103271,5.621490478515625,0.04288481707781429,0.3062421484580305
11,11,0.022664397803193403,0.0644861974880391,1715768307.0779693,1.9718809127807617,5.655716419219971,0.0418217996848457,0.26816320962750106
12,12,0.014237352660956194,0.054573176093730476,1715768307.11314,2.0070278644561768,5.690887212753296,0.04033582343277428,0.26170332316082623
13,13,0.01608035179135228,0.05078719485826862,1715768307.1475337,2.0414845943450928,5.72528076171875,0.034706843066916335,0.2637707533204183
14,14,0.011040495481267466,0.04421397977652545,1715768307.1832442,2.0771117210388184,5.760991334915161,0.03317348429525798,0.21719859664360383
15,15,0.01200513518288797,0.04244472212387096,1715768307.2164469,2.1103901863098145,5.794193983078003,0.03043958694098299,0.20477549534874573
16,16,0.012424749347714467,0.03624095427334571,1715768307.2509754,2.14487886428833,5.8287224769592285,0.02381620492563125,0.19445165837127756
17,17,0.0128966953254832,0.03390173350793511,1715768307.282082,2.1760308742523193,5.8598291873931885,0.021005038182451904,0.21309826158353248
18,18,0.01290866566399308,0.0328672653900721,1715768307.3129718,2.206925392150879,5.890718936920166,0.019958599726079017,0.189566249280478
19,19,0.013093843575759266,0.03094319668486123,1715768307.3435428,2.2375378608703613,5.921289920806885,0.017849353109101962,0.189652898882668
20,20,0.012689957748939754,0.030087964656853518,1715768307.3798418,2.2738027572631836,5.9575889110565186,0.017398006907913762,0.17807242522985772
21,21,0.01275315934877021,0.029449765464734854,1715768307.4116962,2.305558919906616,5.989443302154541,0.016696606115964643,0.16347840078830544
22,22,0.012018354383198248,0.028930511075488642,1715768307.4490323,2.34299373626709,6.026779413223267,0.016912156692290396,0.16818424118075076
23,23,0.010893034591147004,0.027882929536094073,1715768307.4841528,2.378053903579712,6.061899900436401,0.016989894944947067,0.1750043911958975
24,24,0.010357706192908319,0.027600525101245568,1715768307.5172596,2.41120982170105,6.095006704330444,0.01724281890833725,0.17380053650957453
25,25,0.009803551845695705,0.026399302930034084,1715768307.5513847,2.4453186988830566,6.12913179397583,0.01659575108433838,0.19218941896032984
26,26,0.008834155723427512,0.025123367426357856,1715768307.5869625,2.480861186981201,6.164709568023682,0.016289211702930344,0.18892998395383448
27,27,0.00837855711126591,0.023884894713608613,1715768307.6210868,2.5150394439697266,6.19883394241333,0.015506337602342704,0.17102167476117136
28,28,0.008090153012473669,0.023160919519045198,1715768307.6567395,2.550590991973877,6.2344865798950195,0.015070766506571527,0.15620794572150687
29,29,0.008583325866476551,0.021858005226439294,1715768307.6902208,2.5841732025146484,6.267967939376831,0.013274679359962743,0.15867702299835706
30,30,0.008013036357100314,0.020703388266212364,1715768307.7256465,2.6194779872894287,6.303393602371216,0.01269035190911205,0.15798043267542142
31,31,0.007716209803019777,0.019243998384881972,1715768307.758825,2.6527740955352783,6.336572170257568,0.011527788581862193,0.1563486174433959
32,32,0.007124693838249893,0.018396926308334657,1715768307.7917445,2.685698986053467,6.3694915771484375,0.011272232470084766,0.13294781430006108
33,33,0.007068009527095477,0.017428574842299684,1715768307.8270147,2.7208974361419678,6.404761791229248,0.010360565315204205,0.1314036142547755
34,34,0.006603790722676188,0.016789223256473598,1715768307.861603,2.755532741546631,6.439350128173828,0.01018543253379741,0.12860101273720742
35,35,0.006505254272663189,0.01603154554120523,1715768307.8940375,2.7879486083984375,6.471784591674805,0.009526291268542042,0.13502894478563615
36,36,0.006447318161186728,0.01574321380589518,1715768307.932467,2.826336622238159,6.51021409034729,0.009295895644708452,0.1361233107296483
37,37,0.006513188390668651,0.015484949373552524,1715768307.9693122,2.863180637359619,6.5470592975616455,0.008971760982883872,0.1309608152991938
38,38,0.006717723727186399,0.014805739074018439,1715768308.003111,2.897082567214966,6.580857992172241,0.008088015346832041,0.1227785406144621
39,39,0.006919136684189633,0.014479425053642053,1715768308.0376387,2.9315638542175293,6.6153857707977295,0.007560288369452421,0.11198105389671269
40,40,0.006789855574242191,0.013824663434876835,1715768308.0727222,2.966644048690796,6.6504693031311035,0.007034807860634644,0.10883235672048013
42,41,0.006300457640815756,0.012291398304449563,1715768308.1410058,3.0349013805389404,6.718752861022949,0.005990940663633807,0.11197837336100869
46,42,0.004718007934125036,0.009706405942756353,1715768308.2745717,3.16853404045105,6.85231876373291,0.004988398008631317,0.09233899351885501
50,43,0.0041404069839855295,0.0081713319202728,1715768308.4068747,3.3007161617279053,6.98462176322937,0.004030924936287271,0.08521156699292834
55,44,0.003683174395023215,0.006610080136590136,1715768308.5763743,3.4702398777008057,7.154121398925781,0.0029269057415669203,0.06931190833434031
61,45,0.0029522463141016322,0.005070911807478966,1715768308.7768655,3.6707541942596436,7.354612588882446,0.0021186654933773334,0.05127608923709126
67,46,0.001982352762127749,0.0039644503885557115,1715768308.9754424,3.869260549545288,7.553189516067505,0.0019820976264279624,0.05411938177608585
73,47,0.0013566486441591134,0.003048722258458442,1715768309.1677675,4.061645984649658,7.745514631271362,0.0016920736142993285,0.044087781364009836
81,48,0.0009637124119259459,0.0021973207337020175,1715768309.4412446,4.335144758224487,8.018991708755493,0.0012336083217760715,0.03786330940857729
89,49,0.0007035302081901816,0.0016602343655396572,1715768309.708614,4.60252571105957,8.28636121749878,0.0009567041573494754,0.03539546278999178
98,50,0.000511499508611459,0.0012505258490027196,1715768309.996067,4.889909982681274,8.573814153671265,0.0007390263403912606,0.03152784758616743
107,51,0.00044289842082484936,0.0011346973666453146,1715768310.2668552,5.16071343421936,8.844602346420288,0.0006917989458204652,0.027564294455430283
118,52,0.00036185401506040816,0.0007752761489827627,1715768310.5936422,5.487514972686768,9.17138934135437,0.0004134221339223546,0.0234064708218237
130,53,0.000256194213307358,0.0005409400157885451,1715768310.9515753,5.8454625606536865,9.529322385787964,0.00028474580248118706,0.020245677206193136
143,54,0.00018766910183435126,0.00039869645986712044,1715768311.336308,6.230167627334595,9.914055109024048,0.00021102735803276917,0.017557014444670088
157,55,0.00014811732060969837,0.0002580713893469306,1715768311.7510087,6.644892692565918,10.328755855560303,0.0001099540687372322,0.013532284509645083
172,56,0.00011088426702670656,0.00018892269920688028,1715768312.1972027,7.091025352478027,10.774949789047241,7.803843218017373e-05,0.010509072424304454
190,57,8.332367527684986e-05,0.00014226132017389128,1715768312.79368,7.687453508377075,11.371427059173584,5.893764489704143e-05,0.009764749236150455
208,58,7.28614203015846e-05,0.00012422034746870916,1715768313.3897727,8.283642530441284,11.967519760131836,5.135892716712456e-05,0.008192845214516157
229,59,5.269987863991378e-05,8.545354221615896e-05,1715768314.063987,8.957776069641113,12.64173412322998,3.275366357624518e-05,0.0070209284535816706
252,60,4.082892467990202e-05,5.944599396973053e-05,1715768314.7597518,9.653631210327148,13.337498903274536,1.8617069289828508e-05,0.005428064766515147
277,61,2.975187592346405e-05,4.2433870614402204e-05,1715768315.50006,10.393891334533691,14.077807188034058,1.2681994690938153e-05,0.004516696050556626
305,62,2.347251516941582e-05,3.523912154240996e-05,1715768316.459569,11.353392362594604,15.037316083908081,1.176660637299414e-05,0.0038855523156597523
335,63,1.6461709662026454e-05,2.2881797431263342e-05,1715768317.4469762,12.340749979019165,16.024723291397095,6.420087769236888e-06,0.0031840935956691926
369,64,1.18385539265823e-05,1.6200553923067087e-05,1715768318.5337646,13.42742133140564,17.111511707305908,4.361999996484787e-06,0.0026842090097951724
406,65,8.86928071445206e-06,1.3229491692669104e-05,1715768319.718724,14.61259150505066,18.296471118927002,4.360210978217043e-06,0.0025252799861320177
446,66,6.629224167085043e-06,9.802492565190108e-06,1715768321.0225275,15.916390657424927,19.600274562835693,3.1732683981050656e-06,0.0023565964584699433
491,67,5.262000606101384e-06,7.877021721681424e-06,1715768322.4015346,17.295367002487183,20.979281663894653,2.6150211155800397e-06,0.0022500749209403907
540,68,4.756452508200844e-06,6.785953075602531e-06,1715768324.0202596,18.913904190063477,22.59800672531128,2.0295005674016874e-06,0.0016541483672653356
594,69,3.580633062516265e-06,4.747307237087636e-06,1715768325.6530468,20.546881675720215,24.230793952941895,1.1666741745713706e-06,0.0013255137616712221
653,70,2.861203554995578e-06,3.848662963239947e-06,1715768327.529296,22.423117876052856,26.107043027877808,9.874594082443688e-07,0.0011696041185349766
718,71,2.096070544737536e-06,2.7941551845624014e-06,1715768329.6217802,24.515637397766113,28.199527263641357,6.98084639824865e-07,0.001088687937581336
790,72,1.551827140244969e-06,2.004801848494958e-06,1715768331.9574444,26.851289749145508,30.535191535949707,4.529747082499889e-07,0.001018848785849003
869,73,1.3755585051111595e-06,1.774946519842371e-06,1715768334.3467476,29.240615129470825,32.92449474334717,3.9938801473121133e-07,0.0008678618590425646
956,74,1.301003599298875e-06,1.6343916709390153e-06,1715768337.077625,31.97144341468811,35.65537214279175,3.3338807164014027e-07,0.0007538884868854893
1052,75,9.681462314767031e-07,1.2235647599979634e-06,1715768340.1664422,35.05960273742676,38.74418926239014,2.5541852852126037e-07,0.0007552308766648298
1157,76,7.737979706971255e-07,1.0015229417187737e-06,1715768343.5105774,38.40411591529846,42.088324546813965,2.277249710216482e-07,0.0006725038467604366
1272,77,6.509772381366475e-07,8.741718365380182e-07,1715768347.05997,41.95379304885864,45.6377170085907,2.231945984013707e-07,0.0007342120745390831
1400,78,7.374023168107586e-07,9.621220997280512e-07,1715768350.9866686,45.88053846359253,49.56441569328308,2.2471978291729252e-07,0.0005237532441323538
1539,79,4.963444352394646e-07,6.623715543850211e-07,1715768355.24408,50.13793873786926,53.82182717323303,1.660271191455564e-07,0.0005037871917490527
1693,80,4.10908318641525e-07,5.295551515884564e-07,1715768360.1082711,55.002116203308105,58.686018228530884,1.186468329469313e-07,0.0004728772315510876
1863,81,3.851739362240995e-07,4.807222973187227e-07,1715768365.3930008,60.28660988807678,63.97074794769287,9.554836109462326e-08,0.00039991391950397053
2049,82,3.2047707725937187e-07,3.9990950514994933e-07,1715768371.160235,66.05402278900146,69.73798203468323,7.943242789057749e-08,0.00037840976855854457
2254,83,3.0478890991206436e-07,3.9067961651584665e-07,1715768377.7501886,72.6440258026123,76.3279356956482,8.58907066037823e-08,0.00034152902702691286
2479,84,2.6562520480070114e-07,3.268867848217391e-07,1715768384.7600377,79.6538953781128,83.33778476715088,6.126158002103791e-08,0.00033920131342181137
2727,85,2.3592793191842118e-07,2.9562059951726094e-07,1715768392.8502808,87.74370574951172,91.42802786827087,5.969266759883975e-08,0.00034183524680272325
3000,86,2.554443270481396e-07,3.33005367396702e-07,1715768401.4530652,96.34674787521362,100.03081226348877,7.756104034856238e-08,0.00030614322409493053
3299,87,1.995128197345713e-07,2.3783427598857298e-07,1715768411.047104,105.94093775749207,109.62485098838806,3.832145625400167e-08,0.0003046893505377663
3629,88,1.7806251472844871e-07,2.1894981269626023e-07,1715768421.631579,116.52539229393005,120.20932602882385,4.088729796781153e-08,0.00028099651864610923
3992,89,1.411778936509194e-07,1.712881216769606e-07,1715768432.8505359,127.74411535263062,131.4282829761505,3.011022802604117e-08,0.0002595827800644974
4391,90,1.3990750565974278e-07,1.6936930055478963e-07,1715768445.2487833,140.1426281929016,143.82653045654297,2.946179489504684e-08,0.00024250607044263287
4831,91,1.261331942675238e-07,1.5597512717244127e-07,1715768459.1118352,154.00568795204163,157.68958234786987,2.9841932904917467e-08,0.00023542016499761783
5314,92,1.2502598459236708e-07,1.5245861098211095e-07,1715768474.2104225,169.10392236709595,172.78816962242126,2.743262638974386e-08,0.0002161146682790771
5845,93,1.0725543976531292e-07,1.2979875540163377e-07,1715768490.6840944,185.57796096801758,189.26184153556824,2.254331563632084e-08,0.00020917452789063085
6429,94,1.0305482439841135e-07,1.2287074134885987e-07,1715768509.2478473,204.1416037082672,207.82559442520142,1.9815916950448527e-08,0.00020286610576254177
7072,95,9.749126895667706e-08,1.1412873718387828e-07,1715768529.8310823,224.72462701797485,228.4088294506073,1.6637468227201225e-08,0.000204505665750398
7779,96,8.652258025843139e-08,1.0355876403127504e-07,1715768552.2120647,247.10591197013855,250.78981184959412,1.703618377284364e-08,0.00020092225761696715
8557,97,7.494676795476621e-08,9.204673687829554e-08,1715768577.3560503,272.2497646808624,275.93379735946655,1.7099968923529334e-08,0.00018426487409370208
9413,98,8.004062639560028e-08,9.656327284785265e-08,1715768604.216474,299.1102771759033,302.794221162796,1.6522646452252362e-08,0.00019865447598752838
10354,99,6.934776064829857e-08,8.37921649673581e-08,1715768634.282006,329.17584705352783,332.85975313186646,1.4444404319059535e-08,0.00017578537858876125
11389,100,6.95803606275579e-08,8.281555995097824e-08,1715768667.256551,362.1501564979553,365.8342981338501,1.323519932342035e-08,0.00019647529380783412
12528,101,6.539194261938932e-08,7.883127294188765e-08,1715768704.053028,398.9467797279358,402.6307752132416,1.3439330322498327e-08,0.00015843084307406793
13781,102,5.8639933687236644e-08,6.96620301247405e-08,1715768742.920363,437.8139822483063,441.49811005592346,1.1022096437503851e-08,0.00016103018743137857
15159,103,4.95776740521376e-08,5.929689602208837e-08,1715768786.353192,481.2467782497406,484.9309391975403,9.719221969950767e-09,0.00015533734183970034
16675,104,5.327999753001467e-08,6.241623025461086e-08,1715768834.6306443,529.5244333744049,533.2083914279938,9.136232724596189e-09,0.00014746844618702704
18342,105,5.092979183493321e-08,5.972932223174759e-08,1715768886.8222277,581.715901851654,585.399974822998,8.79953039681438e-09,0.00014007042310384737
20177,106,4.1448842670482276e-08,4.8709515874363556e-08,1715768945.3006628,640.1942090988159,643.8784098625183,7.260673203881281e-09,0.00013227632081639208
22194,107,4.0874417471211784e-08,4.761689168163078e-08,1715769008.354351,703.2478988170624,706.9320981502533,6.7424742104189965e-09,0.00012456746840307857
24414,108,3.8739447206828406e-08,4.63360348630072e-08,1715769078.9497244,773.8433384895325,777.5274715423584,7.59658765617879e-09,0.00011935570756356148
26855,109,3.1315726672610274e-08,3.7644527727264515e-08,1715769156.1372914,851.0308690071106,854.7150385379791,6.32880105465424e-09,0.00011218023660336021
29540,110,2.8117380238029465e-08,3.221283743550054e-08,1715769241.7762327,936.6698272228241,940.3539798259735,4.095457197471071e-09,8.906406852699606e-05
32494,111,2.2831682432224303e-08,2.7086983107191458e-08,1715769335.1367662,1030.0303151607513,1033.7145133018494,4.2553006749671545e-09,9.0096207209991e-05
35744,112,1.9840886096006045e-08,2.2753267622846412e-08,1715769437.4393787,1132.3320016860962,1136.0171258449554,2.9123815268403663e-09,8.737637456291708e-05
39318,113,1.773705991091341e-08,2.091789589742376e-08,1715769549.959379,1244.8528790473938,1248.5371260643005,3.180835986510351e-09,7.549473624885834e-05
43250,114,1.6895373849309868e-08,1.946137476596224e-08,1715769674.10821,1369.0018005371094,1372.6859571933746,2.5660009166523728e-09,7.773402439506919e-05
47575,115,1.533879636828393e-08,1.726045454960059e-08,1715769811.2455907,1506.139122247696,1509.8233377933502,1.9216581813166593e-09,6.713870729400184e-05
52332,116,1.4339456119935908e-08,1.6786310215043486e-08,1715769961.990656,1656.8842186927795,1660.5684030056,2.4468540951075776e-09,7.259407679772423e-05
57566,117,1.3547944021259124e-08,1.5598132719927386e-08,1715770128.0671854,1822.9607672691345,1826.6449325084686,2.0501886986682606e-09,7.426286262165156e-05
63322,118,1.4056183729847367e-08,1.6244474098527602e-08,1715770311.6736515,2006.5664896965027,2010.251398563385,2.188290368680234e-09,6.570487201378015e-05
69654,119,1.3084381132875879e-08,1.4984752994395906e-08,1715770513.9168873,2208.8104486465454,2212.4946343898773,1.9003718615200285e-09,6.713880986390731e-05
76620,120,1.0251839341022795e-08,1.2081274681957742e-08,1715770735.997518,2430.8909170627594,2434.5752651691437,1.8294353409349484e-09,5.585645284709198e-05
84281,121,1.0062828290127765e-08,1.1612309295064371e-08,1715770979.3246307,2674.2181584835052,2677.902377843857,1.549481004936606e-09,5.643550560405091e-05
92710,122,1.0317919984803782e-08,1.2161994932235273e-08,1715771245.452075,2940.3457250595093,2944.0298221111298,1.8440749474314919e-09,5.644372416902777e-05
94604,123,1.040054473669685e-08,1.2776546604572377e-08,1715771305.1168294,3000.010337114334,3003.6945765018463,2.3760018678755275e-09,5.904404405155697e-05
